EventDate,EventType,SampleNumber,FMISSampleID,DepthID,StartingDepth [in],EndingDepth [in],ColumnDepth [in],OM [%],ENR [ppm],P (B1 1:10) [ppm],HCO3 (SP) [ppm],pH [none],K [ppm],Mg [mg/kg],Ca [mg/kg],Na [mg/kg],B-Ph [none],H [ppm],CEC [cmol(+)/kg],K [mg/kg],H [mg/kg],NO3-N [ppm],S [ppm],Zn [ppm],Mn [ppm],Fe [ppm],Cu [ppm],B [ppm],SS [ppm],NH4-N [ppm],Cl [ppm],BS-Ca [%],BS-Mg [%],BS-Na [%],BS-B [%],ESP [%],SO4-S [ppm],SAR [none],ECe [dS/m],SAT_PCT [none],CO3 [ppm],HCO3 [ppm],P [ppm],Al [ppm]
2021-05-04,Soil,45276,G18,1,0,8,8,,,,,,1.49,0.32,1.4,0.01,,,,,,,0.19,16.02,33.85,57.46,10.17,68.68,,,,,,,,,0,,,,,,0.25,12.96
2021-05-04,Soil,45277,G19,1,0,8,8,,,,,,1.48,0.27,1.24,0.01,,,,,,,0.19,20.69,31.24,61.86,9.27,61.81,,,,,,,,,0,,,,,,0.24,18.22
2021-05-04,Soil,45278,G20,1,0,8,8,,,,,,1.36,0.25,1.11,0.01,,,,,,,0.18,17.75,28.88,53.45,8.9,63.84,,,,,,,,,0,,,,,,0.22,12.36
2021-05-04,Soil,45279,G21,1,0,8,8,,,,,,1.39,0.32,1.35,0.01,,,,,,,0.19,22.49,35.44,56.55,10.46,61.6,,,,,,,,,0,,,,,,0.26,15.09
2021-05-04,Soil,45280,G22,1,0,8,8,,,,,,1.41,0.28,1.19,0.01,,,,,,,0.19,16.58,27.78,55.78,8.74,54.66,,,,,,,,,0,,,,,,0.24,10.04
2021-05-04,Soil,45281,G23,1,0,8,8,,,,,,1.61,0.34,1.35,0.01,,,,,,,0.21,20.68,34.78,61.66,10.22,62.49,,,,,,,,,0,,,,,,0.3,13.46
2021-05-04,Soil,45282,G24,1,0,8,8,,,,,,1.66,0.3,1.41,0.02,,,,,,,0.2,19.96,34.83,59.91,10.04,68.98,,,,,,,,,0,,,,,,0.26,9.05
2021-05-04,Soil,45283,G25,1,0,8,8,,,,,,1.6,0.28,1.25,0.02,,,,,,,0.2,23.06,33.53,56.25,8.48,76.15,,,,,,,,,0,,,,,,0.26,10.65
2021-05-04,Soil,45284,ST01,1,0,8,8,,,,,,1.48,0.35,1.58,0.02,,,,,,,0.19,17.59,41.11,72.06,7.49,72.57,,,,,,,,,0,,,,,,0.22,23.38
2021-05-04,Soil,45285,ST02,1,0,8,8,,,,,,1.49,0.41,1.53,0.02,,,,,,,0.21,19.26,34.63,68.63,9.42,53.89,,,,,,,,,0,,,,,,0.29,19.49
2021-05-04,Soil,45286,ST03,1,0,8,8,,,,,,1.36,0.39,1.45,0.01,,,,,,,0.19,18.08,34.02,67.83,8.41,63.55,,,,,,,,,0,,,,,,0.26,16.93
2021-05-04,Soil,45287,ST04,1,0,8,8,,,,,,1.38,0.35,1.19,0.01,,,,,,,0.2,16.58,41.06,65.7,8.79,105.9,,,,,,,,,0,,,,,,0.29,13.56
2021-05-04,Soil,45288,ST05,1,0,8,8,,,,,,1.34,0.31,1.11,0.01,,,,,,,0.17,16.55,33.38,55.53,8.12,55.74,,,,,,,,,0,,,,,,0.27,11.31
2021-05-04,Soil,45289,ST06,1,0,8,8,,,,,,1.47,0.28,1.18,0.02,,,,,,,0.19,18.51,31.36,59.77,8.39,57.68,,,,,,,,,0,,,,,,0.26,20
2021-05-04,Soil,45290,ST07,1,0,8,8,,,,,,1.56,0.33,1.29,0.02,,,,,,,0.22,20.56,41.63,66.96,7.8,77.34,,,,,,,,,0,,,,,,0.29,14.46
2021-05-04,Soil,45291,ST08,1,0,8,8,,,,,,1.51,0.31,1.4,0.01,,,,,,,0.19,17.85,31.97,56.77,7.95,62.66,,,,,,,,,0,,,,,,0.24,17.24
2021-05-04,Soil,45292,ST09,1,0,8,8,,,,,,1.56,0.32,1.49,0.01,,,,,,,0.21,22.6,39.38,67.66,9.64,76.28,,,,,,,,,0,,,,,,0.28,22.62
2021-05-04,Soil,45293,ST10,1,0,8,8,,,,,,1.54,0.32,1.25,0.02,,,,,,,0.21,23.29,37.86,73.94,9.48,55.08,,,,,,,,,0,,,,,,0.29,16.41
2021-04-20,Soil,43926,WGS1,1,0,8,8,,,,,,1.42,0.34,1.11,0.03,,,,,,,0.43,34.42,109.4,195.9,176.3,46.45,,,,,,,,,0,,,,,,0.5,50.72
2021-04-20,Soil,43927,WGS2,1,0,8,8,,,,,,1.12,0.29,0.96,0.03,,,,,,,0.46,30.87,79.63,170.3,216.3,33.9,,,,,,,,,0,,,,,,0.47,48.03
2021-04-20,Soil,43928,WGS3,1,0,8,8,,,,,,1.34,0.34,1.22,0.06,,,,,,,0.46,40.73,72.77,146.8,168.6,38.78,,,,,,,,,0,,,,,,0.51,43.1
2021-04-20,Soil,43929,WGS4,1,0,8,8,,,,,,1.03,0.32,1.12,0.02,,,,,,,0.37,37.61,91.43,134.1,132.1,34.81,,,,,,,,,0,,,,,,0.43,35.92
2021-04-20,Soil,43930,WGS5,1,0,8,8,,,,,,1.32,0.44,1.45,0.03,,,,,,,0.5,48.04,194.8,171.8,217.8,60.77,,,,,,,,,0,,,,,,0.53,45.03
2021-04-20,Soil,43931,WGS6,1,0,8,8,,,,,,1.15,0.3,0.94,0.03,,,,,,,0.41,31.69,116,186.3,205.1,37.17,,,,,,,,,0,,,,,,0.42,43.19
2021-04-20,Soil,43932,WGS7,1,0,8,8,,,,,,1.29,0.3,0.95,0.02,,,,,,,0.38,33.76,116.7,166.3,131.2,38.21,,,,,,,,,0,,,,,,0.46,40.71
2021-04-20,Soil,43933,WGS8,1,0,8,8,,,,,,1.29,0.4,1.39,0.03,,,,,,,0.45,45.63,114.2,174.5,161.2,41.81,,,,,,,,,0,,,,,,0.53,46.78
2021-04-20,Soil,43934,WGS9,1,0,8,8,,,,,,1.21,0.31,1.03,0.02,,,,,,,0.32,24.61,85.91,148,100.6,32.23,,,,,,,,,0,,,,,,0.45,38.48
2021-04-20,Soil,43935,WGS10,1,0,8,8,,,,,,1.27,0.39,1.24,0.03,,,,,,,0.44,33.47,95.29,211.7,137.2,62.02,,,,,,,,,0,,,,,,0.45,46.05
2022-05-04,Soil,51671,HARDY,1,0,8,8,2.8,85.4,18.6,6,6.2,76,28.4,53.9,5,6.6,3.1,25.8,0.8,12,4.4,32,1.2,18.7,28,1.9,0.4,0.9,0,,,,,,,,,,,,,,
2021-05-04,Soil,45184,G01,1,0,8,8,,,,,,2.13,0.64,2.22,0.01,,,,,,,0.23,117.6,90.27,88.6,7.75,48.95,,,,,,,,,0,,,,,,0.19,29.2
2021-05-04,Soil,45185,G02,1,0,8,8,,,,,,1.99,0.54,2.04,0.02,,,,,,,0.23,112.5,98.9,102.7,7.32,43.53,,,,,,,,,0,,,,,,0.19,32.32
2021-05-04,Soil,45186,G03,1,0,8,8,,,,,,2.09,0.61,2.33,0.02,,,,,,,0.24,111.7,76.16,93.38,6.89,43.87,,,,,,,,,0,,,,,,0.19,30.69
2021-05-04,Soil,45187,G04,1,0,8,8,,,,,,1.87,0.51,1.88,0.02,,,,,,,0.23,147.7,74.37,95.13,6.54,46.51,,,,,,,,,0,,,,,,0.18,28.25
2021-05-04,Soil,45188,G05,1,0,8,8,,,,,,1.31,0.55,1.89,0.02,,,,,,,0.24,185.6,106.7,101.9,7.19,53.34,,,,,,,,,0,,,,,,0.18,38.53
2021-05-04,Soil,45189,G06,1,0,8,8,,,,,,1.99,0.59,2.14,0.02,,,,,,,0.22,134.5,57.99,95.45,7.36,50.73,,,,,,,,,0,,,,,,0.19,27.51
2021-05-04,Soil,45190,G07,1,0,8,8,,,,,,1.97,0.62,2.52,0.02,,,,,,,0.21,169.5,66.8,96.37,6.99,52.87,,,,,,,,,0,,,,,,0.19,31.53
2021-05-04,Soil,45191,G08,1,0,8,8,,,,,,1.72,0.6,2,0.02,,,,,,,0.22,138.4,113.6,96.95,8.12,44.63,,,,,,,,,0,,,,,,0.18,30.52
2021-05-04,Soil,45192,G09,1,0,8,8,,,,,,2.24,0.66,2.36,0.02,,,,,,,0.23,191.2,114.1,97.93,8.82,46.96,,,,,,,,,0,,,,,,0.17,38.11
2021-05-04,Soil,45193,G10,1,0,8,8,,,,,,1.59,0.69,2.15,0.02,,,,,,,0.24,164.4,100.8,101.5,9.35,49.36,,,,,,,,,0,,,,,,0.2,31.94
2021-05-04,Soil,45194,G11,1,0,8,8,,,,,,2.02,0.68,2.38,0.02,,,,,,,0.26,139,119.5,112,9.02,52.98,,,,,,,,,0,,,,,,0.18,42.99
2021-05-04,Soil,45195,G12,1,0,8,8,,,,,,1.48,0.59,2.02,0.02,,,,,,,0.23,149.5,114.7,104.6,7.14,47.62,,,,,,,,,0,,,,,,0.17,33.54
2021-05-04,Soil,45196,G13,1,0,8,8,,,,,,1.54,0.56,2,0.02,,,,,,,0.22,126.1,64.5,103.7,7.61,48.07,,,,,,,,,0,,,,,,0.18,41.65
2021-05-04,Soil,45197,G14,1,0,8,8,,,,,,1.59,0.55,2.36,0.02,,,,,,,0.2,160.6,114.9,88.25,7.37,47.33,,,,,,,,,0,,,,,,0.18,26.92
2021-05-04,Soil,45198,G15,1,0,8,8,,,,,,1.59,0.57,1.99,0.02,,,,,,,0.25,157.9,86.28,97.77,7.69,48.67,,,,,,,,,0,,,,,,0.19,37.19
2021-05-04,Soil,45199,G16,1,0,8,8,,,,,,2.13,0.51,1.94,0.02,,,,,,,0.24,177.8,131.3,97.2,7.9,54.22,,,,,,,,,0,,,,,,0.18,30.81
2021-05-04,Soil,45200,G17,1,0,8,8,,,,,,1.9,0.55,2.02,0.02,,,,,,,0.25,158.9,61.31,111.8,7.54,52.54,,,,,,,,,0,,,,,,0.19,39.14
2021-05-04,Soil,45201,G18,1,0,8,8,,,,,,1.38,0.57,1.96,0.02,,,,,,,0.23,196.2,83.8,103.7,6.86,46.41,,,,,,,,,0,,,,,,0.18,34.22
2021-05-04,Soil,45202,G19,1,0,8,8,,,,,,1.58,0.67,2.37,0.02,,,,,,,0.26,210.3,137.1,114.5,7.63,51.38,,,,,,,,,0,,,,,,0.21,38.94
2021-05-04,Soil,45203,G20,1,0,8,8,,,,,,1.54,0.57,1.93,0.02,,,,,,,0.24,197.7,106.2,108.1,8.59,46.5,,,,,,,,,0,,,,,,0.18,37.56
2021-05-04,Soil,45204,G21,1,0,8,8,,,,,,1.51,0.62,2.21,0.02,,,,,,,0.23,171.8,115.7,112.3,9.45,50.79,,,,,,,,,0,,,,,,0.19,37.35
2021-05-04,Soil,45205,G22,1,0,8,8,,,,,,1.94,0.51,1.91,0.03,,,,,,,0.23,124.7,83.76,104.2,8.66,51.07,,,,,,,,,0,,,,,,0.18,33.99
